品牌,车型,价格,年份,里程,燃料类型,变速器,车辆类型,数据来源,所在城市,车龄,价格区间,里程区间,排量
路虎,路虎卫士 2022款 110 P400 X-DYNAMIC HSE,6.0,2022,60000,汽油,自动,SUV,车168,北京,2,10万以下,5-10万公里,0.0
红旗,红旗H5 2023款 1.5T DCT智联旗悦版,1.8,2023,18000,汽油,双离合,轿车,车168,北京,1,10万以下,1-3万公里,1.5
AMG,AMG GT 2020款 AMG GT 50 四门跑车,2.0,2020,20000,汽油,自动,轿车,车168,北京,4,10万以下,1-3万公里,0.0
理想,理想L9 2022款 Max,4.0,2022,40000,电动,自动,SUV,车168,北京,2,10万以下,3-5万公里,0.0
揽胜运动,揽胜运动 2022款 3.0 L6 墨蓝鎏光版,4.9,2022,49000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,0.0
高合,高合HiPhi X 2021款 旗舰版6座,3.5,2021,35000,汽油,自动,SUV,车168,北京,3,10万以下,3-5万公里,0.0
奥迪,奥迪Q5L 2021款 45 TFSI 豪华动感型,8.6,2021,86000,汽油,自动,SUV,车168,北京,3,10万以下,5-10万公里,5.0
宝马,宝马X7 2019款 xDrive40i 领先型豪华套装,11.6,2019,116000,汽油,自动,SUV,车168,北京,5,10-20万,10万公里以上,0.0
锐志,锐志 2010款 2.5V 风度菁英版,16.0,2010,160000,汽油,自动,轿车,车168,北京,14,10-20万,10万公里以上,0.0
林肯,林肯Z 2022款 i享 尊雅版,5.4,2022,54000,汽油,自动,轿车,车168,北京,2,10万以下,5-10万公里,0.0
冒险家,冒险家 2024款 1.5T 两驱尊享混动版,0.8,2024,8000,混动,自动,轿车,车168,北京,0,10万以下,1万公里以下,1.5
凯迪拉克,凯迪拉克XT6 2020款 28T 六座四驱豪华型,5.9,2020,59000,汽油,自动,SUV,车168,北京,4,10万以下,5-10万公里,0.0
奥德赛,奥德赛 2009款 2.4L 豪华版,6.0,2009,60000,汽油,自动,轿车,车168,北京,15,10万以下,5-10万公里,2.4
花冠,花冠 2011款 1.6L 自动经典版,13.0,2011,130000,汽油,自动,轿车,车168,北京,13,10-20万,10万公里以上,1.6
宝马,宝马Z4 2012款 sDrive20i领先型,14.2,2012,142000,汽油,自动,轿车,车168,北京,12,10-20万,10万公里以上,0.0
保时捷,保时捷911 2023款 Carrera 3.0T,0.7,2023,6899,汽油,自动,轿车,车168,北京,1,10万以下,1万公里以下,3.0
奔驰,奔驰M级 2014款 ML 320 4MATIC,13.8,2014,138000,汽油,自动,轿车,车168,北京,10,10-20万,10万公里以上,0.0
奔驰,奔驰S级 2021款 改款 S 450 L 4MATIC,4.1,2021,41000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
奥迪,奥迪A8 2011款 A8L 3.0 TFSI quattro豪华型(213kW),15.3,2011,153000,汽油,自动,SUV,车168,北京,13,10-20万,10万公里以上,8.0
宝马,宝马5系 2018款 528Li 上市特别版,11.0,2018,110000,汽油,自动,轿车,车168,北京,6,10-20万,10万公里以上,0.0
奥迪,奥迪A4L 2022款 40 TFSI 时尚动感型,5.2,2022,52000,汽油,自动,轿车,车168,北京,2,10万以下,5-10万公里,4.0
奔驰,奔驰GLC 2020款 改款 GLC 260 L 4MATIC 豪华型,1.5,2020,15000,汽油,自动,SUV,车168,北京,4,10万以下,1-3万公里,0.0
卡罗拉,卡罗拉 2019款 1.2T S-CVT GL先锋版,4.9,2019,49000,汽油,CVT,SUV,车168,北京,5,10万以下,3-5万公里,1.2
宝马,宝马3系 2014款 320i 运动设计套装,12.3,2014,123000,汽油,自动,轿车,车168,北京,10,10-20万,10万公里以上,0.0
奥迪,奥迪Q5L 2024款 40 TFSI 豪华动感型,3.4,2024,34000,汽油,自动,SUV,车168,北京,0,10万以下,3-5万公里,5.0
雷克萨斯,雷克萨斯NX 2018款 200 前驱 锋行版 国V,9.9,2018,99000,汽油,自动,SUV,车168,北京,6,10万以下,5-10万公里,0.0
凯美瑞,凯美瑞 2010款 240G 经典版,12.9,2010,129000,汽油,自动,轿车,车168,北京,14,10-20万,10万公里以上,0.0
Macan,Macan 2020款 Macan 2.0T,4.9,2020,49000,汽油,自动,轿车,车168,北京,4,10万以下,3-5万公里,2.0
奔驰,奔驰GLE 2020款 GLE 350 4MATIC 时尚型,8.8,2020,88010,汽油,自动,SUV,车168,北京,4,10万以下,5-10万公里,0.0
奔驰,奔驰GLC轿跑 2021款 GLC 260 4MATIC 轿跑SUV,3.2,2021,32000,汽油,自动,SUV,车168,北京,3,10万以下,3-5万公里,0.0
艾力绅,艾力绅 2016款 2.4L 至尊版,8.4,2016,84000,汽油,自动,轿车,车168,北京,8,10万以下,5-10万公里,2.4
奔驰,奔驰GL级 2011款 GL 450 尊贵型 Grand Edition,14.3,2011,143000,汽油,自动,SUV,车168,北京,13,10-20万,10万公里以上,0.0
缤越,缤越 2021款 1.5TD DCT Battle,8.9,2021,89000,汽油,双离合,轿车,车168,北京,3,10万以下,5-10万公里,1.5
雅阁,雅阁 2016款 2.0L 舒适版,9.0,2016,90000,汽油,自动,轿车,车168,北京,8,10万以下,5-10万公里,2.0
君威,君威 2017款 GS 28T 尊贵型,8.5,2017,85000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,0.0
马自达,马自达CX-5 2019款 云控版 2.0L 自动两驱智享型 国VI,4.3,2019,43000,汽油,自动,SUV,车168,北京,5,10万以下,3-5万公里,2.0
Macan,Macan 2018款 Macan 2.0T,8.3,2018,83000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,2.0
迈巴赫S级,迈巴赫S级 2021款 S 480 4MATIC,6.3,2021,63000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
速腾,速腾 2013款 2.0TSI GLI,5.8,2013,58000,汽油,自动,SUV,车168,北京,11,10万以下,5-10万公里,2.0
锋范经典,锋范经典 2008款 1.8L 自动舒适版,8.6,2008,86000,汽油,自动,轿车,车168,北京,16,10万以下,5-10万公里,1.8
Cayenne,Cayenne 2025款 Cayenne 3.0T 逐梦版,0.2,2025,1700,汽油,自动,轿车,车168,北京,-1,10万以下,1万公里以下,3.0
杰德,杰德 2017款 1.8L 自动舒适版 5座,9.6,2017,96000,汽油,自动,轿车,车168,北京,7,10万以下,5-10万公里,1.8
Cayenne,Cayenne 2011款 Cayenne 3.0T,12.2,2011,122000,汽油,自动,轿车,车168,北京,13,10-20万,10万公里以上,3.0
奥迪,奥迪A4L 2012款 2.0 TFSI 自动标准型,13.0,2012,130000,汽油,自动,轿车,车168,北京,12,10-20万,10万公里以上,4.0
昂科威Plus,昂科威Plus 2016款 28T 四驱豪华型,7.6,2016,76000,汽油,自动,轿车,车168,北京,8,10万以下,5-10万公里,0.0
沃尔沃,沃尔沃XC90 2019款 T6 智雅版 7座 国V,12.3,2019,123000,汽油,自动,SUV,车168,北京,5,10-20万,10万公里以上,0.0
Cayman,Cayman 2013款 Cayman 2.7L,6.8,2013,68000,汽油,自动,轿车,车168,北京,11,10万以下,5-10万公里,2.7
途锐,途锐 2011款 3.0TSI 高配型,12.2,2011,122000,汽油,自动,轿车,车168,北京,13,10-20万,10万公里以上,3.0
Macan新能源,Macan新能源 2024款 Macan 4,40.3,2024,402600,汽油,自动,轿车,车168,北京,0,30-50万,10万公里以上,0.0
奔驰,奔驰C级 2023款 改款 C 260 L 运动版,2.6,2023,26000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
宝马,宝马2系(进口) 2019款 225i 敞篷轿跑车 运动设计套装,5.0,2019,50000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,0.0
发现神行,发现神行 2019款 240PS PURE版 国V,14.4,2019,144000,汽油,自动,轿车,车168,北京,5,10-20万,10万公里以上,0.0
凯迪拉克,凯迪拉克XT4 2018款 28T 四驱铂金版,12.3,2018,123000,汽油,自动,SUV,车168,北京,6,10-20万,10万公里以上,0.0
揽胜极光,揽胜极光 2018款 240PS SE 智耀版,12.0,2018,120000,汽油,自动,轿车,车168,北京,6,10-20万,10万公里以上,0.0
宝马,宝马X1 2016款 sDrive18Li 尊享型,10.9,2016,108900,汽油,自动,SUV,车168,北京,8,10-20万,10万公里以上,0.0
Huracán,Huracán 2020款 Huracán EVO RWD,1.0,2020,10000,电动,自动,轿车,车168,北京,4,10万以下,1-3万公里,0.0
宝马,宝马X3 2022款 改款二 xDrive30i 领先型 M曜夜套装,3.3,2022,33000,汽油,自动,SUV,车168,北京,2,10万以下,3-5万公里,0.0
锐程CC,锐程CC 2022款 蓝鲸版 1.5T DCT豪华型,1.6,2022,16000,汽油,双离合,轿车,车168,北京,2,10万以下,1-3万公里,1.5
传祺,传祺M6 2021款 PRO 270T 自动豪华版,4.6,2021,46000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
奔驰,奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,12.9,2020,129000,汽油,自动,SUV,车168,北京,4,10-20万,10万公里以上,0.0
牧马人,牧马人 2019款 2.0T Sahara 四门版 国VI,10.5,2019,105000,汽油,自动,轿车,车168,北京,5,10-20万,10万公里以上,2.0
大切诺基,大切诺基 2004款 4700 征途,16.2,2004,162000,汽油,自动,轿车,车168,北京,20,10-20万,10万公里以上,0.0
保时捷,保时捷718 2022款 Boxster 2.0T,0.9,2022,9000,汽油,自动,SUV,车168,北京,2,10万以下,1万公里以下,2.0
Macan,Macan 2023款 Macan 2.0T,1.8,2023,18000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,2.0
迈巴赫S级,迈巴赫S级 2024款 改款 S 480 4MATIC,0.6,2024,6400,汽油,自动,轿车,车168,北京,0,10万以下,1万公里以下,0.0
捷途旅行者,捷途旅行者 2023款 2.0T 四驱穿越PRO,3.1,2023,31000,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,2.0
奔驰,奔驰M级 2007款 ML 63 AMG,17.5,2007,175000,汽油,自动,轿车,车168,北京,17,10-20万,10万公里以上,0.0
奥迪,奥迪A3 2018款 30周年年型 Limousine 35 TFSI 运动型,10.5,2018,105000,汽油,自动,轿车,车168,北京,6,10-20万,10万公里以上,0.0
Macan,Macan 2023款 Macan 2.0T,3.5,2023,35000,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,2.0
传祺,传祺GS4 2023款 270T 自动智行科技版,2.8,2023,28000,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
高尔夫GTI,高尔夫GTI 2012款 2.0TSI GTI,12.1,2012,121000,汽油,自动,轿车,车168,北京,12,10-20万,10万公里以上,2.0
Cayenne,Cayenne 2007款 Cayenne 3.6L,15.5,2007,155000,汽油,自动,轿车,车168,北京,17,10-20万,10万公里以上,3.6
MG6,MG6 2021款 1.5T 自动领潮版,2.3,2021,23000,汽油,自动,轿车,车168,北京,3,10万以下,1-3万公里,1.5
海豚,海豚 2021款 405km 时尚版,0.6,2021,6000,汽油,自动,轿车,车168,北京,3,10万以下,1万公里以下,0.0
Cayman,Cayman 2008款 Cayman 2.7L,12.4,2008,124000,汽油,自动,轿车,车168,北京,16,10-20万,10万公里以上,2.7
唐L,唐L 2025款 EV 600KM四驱激光雷达旗舰型,0.6,2025,5800,电动,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
秦Pro新能源,秦Pro新能源 2019款 EV 超能版 高功率智联领耀型,6.6,2019,66000,电动,自动,轿车,车168,北京,5,10万以下,5-10万公里,0.0
海豚,海豚 2024款 荣耀版 401km 骑士版,2.2,2024,22000,汽油,自动,轿车,车168,北京,0,10万以下,1-3万公里,0.0
奥迪,奥迪Q5L 2020款 45 TFSI 尊享运动型,9.5,2020,95000,汽油,自动,SUV,车168,北京,4,10万以下,5-10万公里,5.0
汉L,汉L 2025款 DM-p 四驱激光雷达旗舰型,0.1,2025,1200,插电混动,自动,轿车,车168,北京,-1,10万以下,1万公里以下,0.0
汉,汉 2025款 EV 智驾版 701KM激光雷达旗舰型,1.2,2025,12000,电动,自动,轿车,车168,北京,-1,10万以下,1-3万公里,0.0
长安,长安UNI-K 2021款 2.0T 尊贵型,3.6,2021,35900,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,2.0
秦PLUS,秦PLUS 2021款 EV 600KM 旗舰型,8.8,2021,88000,电动,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
宋PLUS新能源,宋PLUS新能源 2023款 冠军版 DM-i 110KM 旗舰PLUS,4.4,2023,44000,插电混动,自动,轿车,车168,北京,1,10万以下,3-5万公里,0.0
秦PLUS,秦PLUS 2024款 荣耀版 DM-i 120KM卓越型,0.2,2024,1500,插电混动,自动,轿车,车168,北京,0,10万以下,1万公里以下,0.0
元新能源,元新能源 2019款 EV535 智联领潮型,3.6,2019,36000,电动,自动,轿车,车168,北京,5,10万以下,3-5万公里,0.0
睿翼,睿翼 2011款 2.0L 自动精英版,9.5,2011,95000,汽油,自动,轿车,车168,北京,13,10万以下,5-10万公里,2.0
海豹07,海豹07 DM-i 2025款 DM-i 1.5T 125km 旗舰型,0.7,2025,7000,插电混动,自动,轿车,车168,北京,-1,10万以下,1万公里以下,1.5
君越,君越 2023款 28T 越享版,2.6,2023,25600,汽油,自动,轿车,车168,北京,1,10万以下,1-3万公里,0.0
宝马,宝马3系 2024款 325Li M运动曜夜套装,2.3,2024,22799,汽油,自动,轿车,车168,北京,0,10万以下,1-3万公里,0.0
发现神行,发现神行 2016款 2.0T SE,7.6,2016,76000,汽油,自动,轿车,车168,北京,8,10万以下,5-10万公里,2.0
奔驰,奔驰GLC 2023款 GLC 260 L 4MATIC 豪华型 7座,0.6,2023,5800,汽油,自动,SUV,车168,北京,1,10万以下,1万公里以下,0.0
领克,领克06 2023款 Remix 1.5T 劲Halo,2.0,2023,20000,汽油,自动,SUV,车168,北京,1,10万以下,1-3万公里,1.5
福克斯,福克斯 2012款 三厢 1.6L 自动舒适型,10.8,2012,108000,汽油,自动,轿车,车168,北京,12,10-20万,10万公里以上,1.6
英朗,英朗 2021款 典范 1.5L 自动精英型,2.3,2021,22900,汽油,自动,轿车,车168,北京,3,10万以下,1-3万公里,1.5
帝豪,帝豪 2023款 第4代冠军版 1.5L 手动豪华型,1.7,2023,17000,汽油,手动,轿车,车168,北京,1,10万以下,1-3万公里,1.5
哈弗大狗,哈弗大狗 2022款 1.5T DCT两驱边牧版,2.6,2022,25500,汽油,双离合,轿车,车168,北京,2,10万以下,1-3万公里,1.5
现代,北京现代ix35 2021款 2.0L 自动两驱GLS领先版,5.9,2021,59000,汽油,自动,SUV,车168,北京,3,10万以下,5-10万公里,2.0
逸动,逸动 2020款 PLUS 蓝鲸NE 1.4T GDI DCT旗舰型,5.5,2020,54700,汽油,双离合,轿车,车168,北京,4,10万以下,5-10万公里,1.4
东南DX3,东南DX3 2018款 1.5L 手动尊贵型,5.8,2018,58300,汽油,手动,SUV,车168,北京,6,10万以下,5-10万公里,1.5
宝来,宝来 2021款 1.5L 自动时尚智联版,3.3,2021,33400,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,1.5
朗逸,朗逸 2019款 朗逸启航 1.5L 自动舒适版 国VI,3.3,2019,32700,汽油,自动,轿车,车168,北京,5,10万以下,3-5万公里,1.5
别克,别克GL8 2021款 ES陆尊 653T 豪华型,15.0,2021,150000,汽油,自动,SUV,车168,北京,3,10-20万,10万公里以上,0.0
ID.4,ID.4 CROZZ 2024款 PRIME,0.8,2024,7800,汽油,自动,SUV,车168,北京,0,10万以下,1万公里以下,0.0
探岳,探岳 2023款 300TSI 两驱豪华Plus进阶版,9.9,2023,98699,汽油,自动,轿车,车168,北京,1,10万以下,5-10万公里,0.0
腾势D9,腾势D9 2022款 EV 600 四驱旗舰型,0.8,2022,8500,电动,自动,轿车,车168,北京,2,10万以下,1万公里以下,0.0
长安,长安启源A05 2024款 70 Lite,4.9,2024,49000,汽油,自动,轿车,车168,北京,0,10万以下,3-5万公里,0.0
天籁,天籁 2021款 2.0L XE 专享版,9.3,2021,93000,汽油,自动,SUV,车168,北京,3,10万以下,5-10万公里,2.0
Model,Model Y 2021款 Performance高性能全轮驱动版,5.4,2021,54000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
福睿斯,福睿斯 2021款 1.5L 自动钻石版,9.0,2021,90000,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,1.5
奔驰,奔驰E级 2023款 E 300 L 豪华型,4.1,2023,40900,汽油,自动,轿车,车168,北京,1,10万以下,3-5万公里,0.0
迈锐宝XL,迈锐宝XL 2021款 Redline 550T 自动锐动版,4.9,2021,49100,汽油,自动,SUV,车168,北京,3,10万以下,3-5万公里,0.0
宝马,宝马3系 2020款 320Li M运动套装,6.6,2020,65700,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
奥迪,奥迪Q3 2021款 35 TFSI 进取致雅型,8.8,2021,88400,汽油,自动,SUV,车168,北京,3,10万以下,5-10万公里,0.0
奥迪,奥迪A4L 2020款 40 TFSI 豪华致雅型,6.8,2020,68100,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,4.0
智跑,智跑 2016款 2.0L 自动两驱版GL,6.1,2016,61200,汽油,自动,SUV,车168,北京,8,10万以下,5-10万公里,2.0
传祺,传祺GS8 2020款 GS8S 390T 两驱豪华版,6.2,2020,62100,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
传祺,传祺M6 2023款 PRO 270T DCT豪华版,1.4,2023,14500,汽油,双离合,轿车,车168,北京,1,10万以下,1-3万公里,0.0
长安,长安UNI-V 2024款 1.5T 尊贵运动型,2.2,2024,21800,汽油,自动,轿车,车168,北京,0,10万以下,1-3万公里,1.5
荣威,荣威RX5 2021款 PLUS 300TGI 自动Ali国潮豪华荣麟版,1.8,2021,17600,汽油,自动,SUV,车168,北京,3,10万以下,1-3万公里,0.0
奔腾B70,奔腾B70 2022款 第三代 1.5T 自动尊享型,3.0,2022,30200,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,1.5
传祺,传祺M6 2021款 270T DCT尊享版（七座）,6.8,2021,68200,汽油,双离合,轿车,车168,北京,3,10万以下,5-10万公里,0.0
宝马,宝马3系 2018款 320Li xDrive 时尚型,6.8,2018,68000,汽油,自动,SUV,车168,北京,6,10万以下,5-10万公里,0.0
卡罗拉,卡罗拉 2011款 1.6L 自动GL,15.9,2011,159000,汽油,自动,SUV,车168,北京,13,10-20万,10万公里以上,1.6
Model,Model Y 2022款 后轮驱动版,6.8,2022,68400,汽油,自动,轿车,车168,北京,2,10万以下,5-10万公里,0.0
哈弗M6,哈弗M6 2023款 PLUS 1.5T DCT豪华智联型,1.8,2023,18100,汽油,双离合,轿车,车168,北京,1,10万以下,1-3万公里,1.5
哈弗H2,哈弗H2 2018款 创享版 蓝标 1.5T 双离合两驱风尚型,8.4,2018,83699,汽油,双离合,轿车,车168,北京,6,10万以下,5-10万公里,1.5
AION,AION V 2022款 Plus 70 智享科技版 三元锂,1.8,2022,17900,汽油,自动,轿车,车168,北京,2,10万以下,1-3万公里,0.0
宝马,宝马5系 2022款 改款 530Li 领先型 M运动套装,4.7,2022,47000,汽油,自动,轿车,车168,北京,2,10万以下,3-5万公里,0.0
深蓝S07,深蓝S07 2023款 200Max增程版,1.7,2023,17000,汽油,自动,SUV,车168,北京,1,10万以下,1-3万公里,0.0
传祺,传祺M8 2021款 大师系列 390T 尊贵版,5.7,2021,56900,汽油,自动,轿车,车168,北京,3,10万以下,5-10万公里,0.0
奥德赛,奥德赛 2015款 2.4L 豪华版,7.0,2015,70000,汽油,自动,轿车,车168,北京,9,10万以下,5-10万公里,2.4
雷克萨斯,雷克萨斯LC 2020款 500h 运动版,5.6,2020,56000,汽油,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
欧蓝德,欧蓝德 2018款 2.4L 四驱精英版 5座,5.7,2018,57000,汽油,自动,轿车,车168,北京,6,10万以下,5-10万公里,2.4
迈巴赫S级,迈巴赫S级 2021款 S 480 4MATIC,3.6,2021,36000,汽油,自动,轿车,车168,北京,3,10万以下,3-5万公里,0.0
领动,领动 2019款 1.4T 双离合炫动・活力型,6.0,2019,60000,汽油,双离合,轿车,车168,北京,5,10万以下,5-10万公里,1.4
宝马,宝马3系 2024款 325i M运动曜夜套装,3.1,2024,31000,汽油,自动,轿车,车168,北京,0,10万以下,3-5万公里,0.0
思域,思域 2019款 220TURBO CVT劲动版 国V,8.9,2019,89000,汽油,CVT,轿车,车168,北京,5,10万以下,5-10万公里,0.0
艾力绅,艾力绅 2019款 2.0L 混动豪华版,7.9,2019,79000,混动,自动,轿车,车168,北京,5,10万以下,5-10万公里,2.0
雅阁,雅阁 2018款 锐・混动 2.0L 锐领版 国VI,11.6,2018,116000,混动,自动,轿车,车168,北京,6,10-20万,10万公里以上,2.0
兰德酷路泽(进口),兰德酷路泽(进口) 2018款 4.0L 自动,14.0,2018,140000,汽油,自动,轿车,车168,北京,6,10-20万,10万公里以上,4.0
普拉多(进口),普拉多(进口) 2016款 2.7L 自动,10.0,2016,100000,汽油,自动,轿车,车168,北京,8,10-20万,10万公里以上,2.7
帕杰罗(进口),帕杰罗(进口) 2019款 3.0L 自动尊贵版,17.0,2019,170000,汽油,自动,轿车,车168,北京,5,10-20万,10万公里以上,3.0
宝马,宝马5系新能源 2019款 530Le 豪华套装,8.3,2019,83000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,0.0
奔驰,奔驰C级 2019款 C 260 运动版,8.5,2019,85000,汽油,自动,轿车,车168,北京,5,10万以下,5-10万公里,0.0
牧马人,牧马人 2015款 3.6L Rubicon 四门版,25.0,2015,250000,汽油,自动,轿车,车168,北京,9,20-30万,10万公里以上,3.6
宝马,宝马3系 2014款 320Li 时尚型,14.6,2014,146000,汽油,自动,轿车,车168,北京,10,10-20万,10万公里以上,0.0
奔驰,奔驰C级 2024款 C 260 L 运动版,2.0,2024,19800,汽油,自动,轿车,车168,北京,0,10万以下,1-3万公里,0.0
领克,领克02 2022款 1.5TD DCT耀Pro,3.0,2022,30000,汽油,双离合,轿车,车168,北京,2,10万以下,3-5万公里,1.5
阿维塔12,阿维塔12 2024款 650 三激光四驱性能版,3.0,2024,30000,汽油,自动,轿车,车168,北京,0,10万以下,3-5万公里,0.0
MINI,MINI 2019款 2.0T COOPER S 艺术家 五门版,4.6,2019,46000,汽油,自动,轿车,车168,北京,5,10万以下,3-5万公里,2.0
阿维塔07,阿维塔07 2024款 Pro+纯电版,0.3,2024,2900,电动,自动,轿车,车168,北京,0,10万以下,1万公里以下,0.0
小鹏,小鹏P7 2020款 670N,7.7,2020,76900,电动,自动,轿车,车168,北京,4,10万以下,5-10万公里,0.0
